run_id,data_provider,start_date,end_date,timeframe,Portfolio,Strategy,P&L (%),vs. SPY (B&H),vs. QQQ (B&H),Max DD,Max Rcvry (d),Avg Rcvry (d),Calmar,Sharpe,Roll.Sharpe(avg),Roll.Sharpe(min),Roll.Sharpe(last),Profit Factor,Win Rate,Avg. Hold (d),Trades,Expectancy (R),SQN,OOS P&L (%),WFA Verdict,Rolling WFA,MC Verdict,MC Score,Smooth Verdict
rsi_divergence_weekly_nq100_2026-07-21_13-32-31,polygon,2003-01-01,2026-12-31,1W,Nasdaq 100,RSI Divergence (14) w/ 2.0x ATR(14) SL,444.38%,+374.26%,+351.71%,33.01%,776,116,1.22,0.59,0.37,-0.25,0.62,2.50,37.85%,71,317,11.126,1.42,+393.19%,Pass,N/A,Robust,5,ROUGH
