run_id,data_provider,start_date,end_date,timeframe,Portfolio,Strategy,P&L (%),vs. SPY (B&H),vs. QQQ (B&H),Max DD,Max Rcvry (d),Avg Rcvry (d),Calmar,Sharpe,Roll.Sharpe(avg),Roll.Sharpe(min),Roll.Sharpe(last),Profit Factor,Win Rate,Avg. Hold (d),Trades,Expectancy (R),SQN,OOS P&L (%),WFA Verdict,Rolling WFA,MC Verdict,MC Score,Smooth Verdict
rsi_divergence_weekly_ADJ_2026-07-21_14-09-41,polygon,2003-01-01,2026-12-31,1W,Nasdaq 100,RSI Divergence (14) w/ 2.0x ATR(14) SL,13.76%,-56.44%,-78.99%,36.85%,770,229,0.07,0.01,0.13,-0.31,-0.07,1.09,35.17%,69,290,0.104,0.97,+42.34%,Pass,N/A,Moderate Tail Risk,2,ROUGH
