# LEADERSHIP TRADE BAR DATA
# trade_id     : 892
# symbol       : LLY
# entry_date   : 2025-11-10
# exit_date    : 2025-12-01
# entry_price  : 955.48
# exit_price   : 1067.14
# profit_pct   : 0.116863
# realized_pnl : NULL
# shares       : 1
# exit_reason  : Stop Loss (Original Stop)
# bar_window   : 30d before entry → 30d after exit
# total_bars   : 56
#
date,open,high,low,close,volume
2025-10-13,832.68,835.32,817.35,819.4,2167468.0
2025-10-14,822.09,822.09,806.0,812.35,1928371.0
2025-10-15,812.5,830.19,808.58,826.57,2355840.0
2025-10-16,825.07,834.7,815.37,819.38,2272909.0
2025-10-17,788.96,804.44,783.8454,802.83,3982950.0
2025-10-20,805.6,809.41,799.77,808.96,2279715.0
2025-10-21,806.93,812.99,798.71,799.57,2099488.0
2025-10-22,798.4,815.94,793.82,812.43,2930642.0
2025-10-23,806.4,824.7,806.02,821.04,2632946.0
2025-10-24,815.21,834.15,812.5001,825.45,2211150.0
2025-10-27,825.0,826.42,811.48,826.41,2114752.0
2025-10-28,826.0,829.4599,814.053,820.1,2493547.0
2025-10-29,827.31,830.29,809.63,813.53,3591234.0
2025-10-30,837.5,853.0,812.25,844.5,6037167.0
2025-10-31,839.16,869.91,834.19,862.86,5015016.0
2025-11-03,866.53,901.3393,862.62,896.53,5401481.0
2025-11-04,891.41,915.22,883.64,906.86,5911474.0
2025-11-05,911.0,955.46,907.86,925.81,7272941.0
2025-11-06,928.0,949.9,916.263,937.44,6417358.0
2025-11-07,931.17,932.0,900.9,924.37,4373438.0
2025-11-10,939.74,981.99,938.405,966.64,5696640.0
2025-11-11,966.55,999.95,965.285,988.62,4166130.0
2025-11-12,993.12,1022.42,990.1,1017.78,5185236.0
2025-11-13,1010.085,1032.95,1010.085,1022.87,4153595.0
2025-11-14,1009.0,1033.6185,1007.785,1025.28,3862267.0
2025-11-17,1003.72,1032.141,998.3015,1021.7,4719957.0
2025-11-18,1014.01,1040.7245,1014.01,1030.05,3430529.0
2025-11-19,1029.64,1055.59,1026.25,1049.6,3571220.0
2025-11-20,1045.5,1057.0,1038.25,1043.29,3135742.0
2025-11-21,1041.0,1066.65,1038.0,1059.7,4266704.0
2025-11-24,1056.77,1075.72,1049.38,1070.16,5497189.0
2025-11-25,1075.825,1111.11,1073.25,1109.94,4181487.0
2025-11-26,1102.0,1111.99,1098.1,1104.34,3093673.0
2025-11-28,1096.72,1099.05,1067.69,1075.47,2732168.0
2025-12-01,1074.38,1084.15,1055.0,1057.89,3070153.0
2025-12-02,1052.57,1068.18,1040.36,1046.12,3279960.0
2025-12-03,1046.39,1051.4781,1022.32,1033.56,3447003.0
2025-12-04,1032.625,1032.625,1007.1828,1014.49,3854911.0
2025-12-05,1023.84,1027.3899,1004.0,1010.31,2502066.0
2025-12-08,1010.74,1014.2,988.88,997.59,3088557.0
2025-12-09,1002.84,1011.9999,979.1801,982.22,2569724.0
2025-12-10,985.0,1003.0,977.12,993.64,2966270.0
2025-12-11,1008.15,1031.5608,987.0,1009.38,4516960.0
2025-12-12,1008.76,1028.9,1003.5,1027.51,3275239.0
2025-12-15,1032.55,1065.0,1032.55,1062.19,4648449.0
2025-12-16,1063.5,1068.25,1036.23,1054.29,4024473.0
2025-12-17,1064.3,1064.3,1036.41,1041.79,3726575.0
2025-12-18,1041.8,1079.26,1039.54,1056.88,3848624.0
2025-12-19,1059.01,1075.38,1059.01,1071.44,5829051.0
2025-12-22,1076.72,1083.48,1063.0,1076.48,2625621.0
2025-12-23,1063.5,1088.48,1063.5,1071.64,2108561.0
2025-12-24,1074.64,1085.73,1072.71,1076.98,932804.0
2025-12-26,1076.98,1081.39,1068.3,1077.75,1014640.0
2025-12-29,1077.95,1085.5,1074.38,1078.73,1653011.0
2025-12-30,1078.96,1082.37,1072.07,1079.75,1251498.0
2025-12-31,1079.76,1083.5,1074.43,1074.68,1646696.0
