trades,sessions,win_rate,avg_r,expectancy_usd,total_usd,profit_factor,max_dd_usd,t_stat_r,leg,filter,split,config
98,104.0,0.5510204081632653,0.09398944526444616,22.627551020408163,2217.5,1.0714228198727755,-6847.5,1.20971703802082,ES,gap_up_gt_0.25pct,IS,OR30m/cut1100/exit1100/TE/both/follow
56,60.0,0.5535714285714286,0.011461679413885385,-54.285714285714285,-3040.0,0.872,-8192.5,0.1327715617064777,ES,gap_up_gt_0.25pct,OOS,OR30m/cut1100/exit1100/TE/both/follow
117,120.0,0.5470085470085471,0.007196310554155325,14.914529914529915,1745.0,1.0371217358932086,-16522.5,0.11929126305803948,ES,gap_dn_lt_-0.25pct,full,OR30m/cut1100/exit1100/TE/both/follow
68,71.0,0.6176470588235294,0.1203527082298543,171.21323529411765,11642.5,1.4563002155594749,-6887.5,1.413218123246831,ES,gap_dn_lt_-0.25pct,IS,OR30m/cut1100/exit1100/TE/both/follow
49,49.0,0.4489795918367347,-0.1498370576488555,-201.98979591836735,-9897.5,0.5394905199488194,-10502.5,-1.9237162412594626,ES,gap_dn_lt_-0.25pct,OOS,OR30m/cut1100/exit1100/TE/both/follow
145,151.0,0.4413793103448276,-0.009581599961863961,-30.086206896551722,-4362.5,0.8933765122815593,-10992.5,-0.14121716608488752,ES,gap_small_lt_0.15pct,full,OR30m/cut1100/exit1100/TE/both/follow
103,108.0,0.46601941747572817,0.055361955577411595,23.71359223300971,2442.5,1.0989868287740627,-6352.5,0.6748019214798736,ES,gap_small_lt_0.15pct,IS,OR30m/cut1100/exit1100/TE/both/follow
42,43.0,0.38095238095238093,-0.16884793854627783,-162.02380952380952,-6805.0,0.5809729064039408,-8942.5,-1.432927953771325,ES,gap_small_lt_0.15pct,OOS,OR30m/cut1100/exit1100/TE/both/follow
320,340.0,0.521875,0.0450680786926522,26.015625,8325.0,1.0982938780329417,-12725.0,1.028951105759727,ES,above_sma20,full,OR30m/cut1100/exit1100/TE/both/follow
220,233.0,0.5227272727272727,0.07948641674652053,55.79545454545455,12275.0,1.2327014218009478,-8707.5,1.4457094834007913,ES,above_sma20,IS,OR30m/cut1100/exit1100/TE/both/follow
100,107.0,0.52,-0.03065226502585817,-39.5,-3950.0,0.8763499765221474,-9810.0,-0.43411496170063646,ES,above_sma20,OOS,OR30m/cut1100/exit1100/TE/both/follow
171,176.0,0.4678362573099415,-0.04076856198147998,-75.52631578947368,-12915.0,0.8470285155902993,-24162.5,-0.7618940645084242,ES,below_sma20,full,OR30m/cut1100/exit1100/TE/both/follow
96,99.0,0.4895833333333333,-0.013758897541389828,-12.786458333333334,-1227.5,0.9729536190371268,-11997.5,-0.18837252228504214,ES,below_sma20,IS,OR30m/cut1100/exit1100/TE/both/follow
75,77.0,0.44,-0.07534093246479537,-155.83333333333334,-11687.5,0.7006467311263367,-19317.5,-0.9566848435169951,ES,below_sma20,OOS,OR30m/cut1100/exit1100/TE/both/follow
328,341.0,0.524390243902439,0.03657422780400807,1.1204268292682926,367.5,1.0036758270610888,-16605.0,0.8117435213354306,ES,or_lt_0.4_atr,full,OR30m/cut1100/exit1100/TE/both/follow
217,226.0,0.5253456221198156,0.07257071824839068,34.366359447004605,7457.5,1.1235298989564353,-10670.0,1.2727880762030253,ES,or_lt_0.4_atr,IS,OR30m/cut1100/exit1100/TE/both/follow
111,115.0,0.5225225225225225,-0.03379728955122638,-63.873873873873876,-7090.0,0.8209934987060531,-11360.0,-0.46490468674400276,ES,or_lt_0.4_atr,OOS,OR30m/cut1100/exit1100/TE/both/follow
15,17.0,0.3333333333333333,-0.015303770754665736,207.5,3112.5,1.4486486486486487,-2860.0,-0.13185943083500587,ES,or_gt_0.7_atr,full,OR30m/cut1100/exit1100/TE/both/follow
10,11.0,0.4,-0.030076678631233266,282.5,2825.0,1.6188389923329682,-2860.0,-0.21980096100407887,ES,or_gt_0.7_atr,IS,OR30m/cut1100/exit1100/TE/both/follow
5,6.0,0.2,0.014242044998469327,57.5,287.5,1.1211801896733404,-2270.0,0.059731212169569295,ES,or_gt_0.7_atr,OOS,OR30m/cut1100/exit1100/TE/both/follow
95,104.0,0.4631578947368421,-0.06040347843977066,-31.57894736842105,-3000.0,0.8958875585632483,-10012.5,-0.9187553222732058,ES,dow_Mon,full,OR30m/cut1100/exit1100/TE/both/follow
61,67.0,0.4098360655737705,-0.04446106912612197,34.59016393442623,2110.0,1.1394810775078499,-5535.0,-0.5204865160038481,ES,dow_Mon,IS,OR30m/cut1100/exit1100/TE/both/follow
34,37.0,0.5588235294117647,-0.08900603632602268,-150.2941176470588,-5110.0,0.6266666666666667,-9055.0,-0.8661198858111794,ES,dow_Mon,OOS,OR30m/cut1100/exit1100/TE/both/follow
102,105.0,0.5,0.033541660280360576,-15.245098039215685,-1555.0,0.9550934950545087,-16310.0,0.4353441682773574,ES,dow_Tue,full,OR30m/cut1100/exit1100/TE/both/follow
66,68.0,0.48484848484848486,-0.002004404153223716,-37.72727272727273,-2490.0,0.8930642044234486,-10115.0,-0.0196721957963861,ES,dow_Tue,IS,OR30m/cut1100/exit1100/TE/both/follow
36,37.0,0.5277777777777778,0.09870944507526509,25.97222222222222,935.0,1.0824333259863346,-6195.0,0.865722200865874,ES,dow_Tue,OOS,OR30m/cut1100/exit1100/TE/both/follow
99,103.0,0.5252525252525253,-0.03328418659651221,-91.13636363636364,-9022.5,0.7442602040816326,-12410.0,-0.5085003025569543,ES,dow_Wed,full,OR30m/cut1100/exit1100/TE/both/follow
64,66.0,0.484375,-0.06002790935586849,-136.09375,-8710.0,0.6195675911771129,-11882.5,-0.7417932107573085,ES,dow_Wed,IS,OR30m/cut1100/exit1100/TE/both/follow
35,37.0,0.6,0.01561862073488216,-8.928571428571429,-312.5,0.9747678643520388,-7587.5,0.1389536502460888,ES,dow_Wed,OOS,OR30m/cut1100/exit1100/TE/both/follow
95,102.0,0.5263157894736842,0.004286032517691941,-26.31578947368421,-2500.0,0.9333333333333333,-10722.5,0.05848173209488411,ES,dow_Thu,full,OR30m/cut1100/exit1100/TE/both/follow
61,65.0,0.5901639344262295,0.0637736151863092,58.15573770491803,3547.5,1.1890739506995336,-5360.0,0.7392686279508085,ES,dow_Thu,IS,OR30m/cut1100/exit1100/TE/both/follow
34,37.0,0.4117647058823529,-0.10244168932894493,-177.86764705882354,-6047.5,0.6772515010006671,-10652.5,-0.7649083736415466,ES,dow_Thu,OOS,OR30m/cut1100/exit1100/TE/both/follow
100,102.0,0.5,0.12655403569871038,114.875,11487.5,1.3491641337386018,-7370.0,1.3381773632399294,ES,dow_Fri,full,OR30m/cut1100/exit1100/TE/both/follow
64,66.0,0.59375,0.2962838919293442,259.21875,16590.0,1.9183504013285357,-3732.5,2.340655869735448,ES,dow_Fri,IS,OR30m/cut1100/exit1100/TE/both/follow
36,36.0,0.3333333333333333,-0.1751879309335275,-141.73611111111111,-5102.5,0.6560498820357263,-7370.0,-1.4335023748311717,ES,dow_Fri,OOS,OR30m/cut1100/exit1100/TE/both/follow
491,516.0,0.4317718940936864,0.02428909500297979,-23.65580448065173,-11615.0,0.9615314554457085,-42022.5,0.4222400963646139,ES,(none),full,OR30m/cut1100/exit1559/TE/both/follow
316,332.0,0.4240506329113924,0.08155993932841961,36.06803797468354,11397.5,1.0617315712506092,-25495.0,1.0521392700408396,ES,(none),IS,OR30m/cut1100/exit1559/TE/both/follow
175,184.0,0.44571428571428573,-0.07912568675038581,-131.5,-23012.5,0.8038233664379183,-28645.0,-0.9885788367083826,ES,(none),OOS,OR30m/cut1100/exit1559/TE/both/follow
135,140.0,0.37037037037037035,-0.025052732710250693,-29.90740740740741,-4037.5,0.9278695846359982,-8267.5,-0.21933321540023218,ES,or_width_rel_narrow,full,OR30m/cut1100/exit1559/TE/both/follow
82,84.0,0.35365853658536583,-0.051921524151040295,-54.78658536585366,-4492.5,0.8641004310670801,-8267.5,-0.3445958765082648,ES,or_width_rel_narrow,IS,OR30m/cut1100/exit1559/TE/both/follow
53,56.0,0.39622641509433965,0.01651785027361243,8.584905660377359,455.0,1.0198538234973273,-5885.0,0.09401444563419777,ES,or_width_rel_narrow,OOS,OR30m/cut1100/exit1559/TE/both/follow
156,161.0,0.4551282051282051,0.08123414721997131,41.97115384615385,6547.5,1.0718222953517071,-20332.5,0.7227175869998678,ES,or_width_rel_typical,full,OR30m/cut1100/exit1559/TE/both/follow
89,92.0,0.48314606741573035,0.29861595585827555,277.5561797752809,24702.5,1.5794968037065276,-8942.5,1.7492431583614607,ES,or_width_rel_typical,IS,OR30m/cut1100/exit1559/TE/both/follow
67,69.0,0.417910447761194,-0.20752676276225365,-270.97014925373134,-18155.0,0.6259400432677449,-20332.5,-1.6802755936991127,ES,or_width_rel_typical,OOS,OR30m/cut1100/exit1559/TE/both/follow
143,155.0,0.44755244755244755,-0.07257524986008611,-120.41958041958041,-17220.0,0.8688724323706905,-28130.0,-0.9006917964025158,ES,or_width_rel_wide,full,OR30m/cut1100/exit1559/TE/both/follow
88,96.0,0.3977272727272727,-0.10863764305959474,-135.3125,-11907.5,0.8606821106821106,-25567.5,-0.9974863029271619,ES,or_width_rel_wide,IS,OR30m/cut1100/exit1559/TE/both/follow
55,59.0,0.5272727272727272,-0.014875420740872353,-96.5909090909091,-5312.5,0.8841393599040401,-15447.5,-0.12702552539451384,ES,or_width_rel_wide,OOS,OR30m/cut1100/exit1559/TE/both/follow
156,163.0,0.4358974358974359,0.048072313305345026,-5.865384615384615,-915.0,0.9877131730898349,-12595.0,0.4626829880531831,ES,or_volume_rel_quiet,full,OR30m/cut1100/exit1559/TE/both/follow
95,99.0,0.4105263157894737,0.07287456143963655,16.57894736842105,1575.0,1.0337964701464513,-12595.0,0.5230455317561914,ES,or_volume_rel_quiet,IS,OR30m/cut1100/exit1559/TE/both/follow
61,64.0,0.47540983606557374,0.009445861292923814,-40.81967213114754,-2490.0,0.9106486050058311,-5870.0,0.061082868957781755,ES,or_volume_rel_quiet,OOS,OR30m/cut1100/exit1559/TE/both/follow
195,207.0,0.4512820512820513,0.037399153601917416,37.17948717948718,7250.0,1.0603450069708886,-18327.5,0.40588784541919193,ES,or_volume_rel_normal,full,OR30m/cut1100/exit1559/TE/both/follow
98,105.0,0.42857142857142855,0.15051340599045301,131.68367346938774,12905.0,1.2400818566578298,-10352.5,0.9746011343351048,ES,or_volume_rel_normal,IS,OR30m/cut1100/exit1559/TE/both/follow
97,102.0,0.4742268041237113,-0.07688122509990206,-58.29896907216495,-5655.0,0.9148215092634433,-18327.5,-0.7737452700285621,ES,or_volume_rel_normal,OOS,OR30m/cut1100/exit1559/TE/both/follow
83,86.0,0.3493975903614458,-0.19132492177793195,-253.55421686746988,-21045.0,0.7490086168341334,-38065.0,-1.6699308711426903,ES,or_volume_rel_busy,full,OR30m/cut1100/exit1559/TE/both/follow
66,68.0,0.3939393939393939,-0.13506446397080277,-93.59848484848484,-6177.5,0.8983963815789474,-23912.5,-1.0212181335396062,ES,or_volume_rel_busy,IS,OR30m/cut1100/exit1559/TE/both/follow
17,18.0,0.17647058823529413,-0.4097478756173746,-874.5588235294117,-14867.5,0.3549191886321727,-15332.5,-1.8546208039357581,ES,or_volume_rel_busy,OOS,OR30m/cut1100/exit1559/TE/both/follow
154,164.0,0.43506493506493504,-0.01353328626954225,-58.18181818181818,-8960.0,0.9058996507994854,-17375.0,-0.15347193891561378,ES,gap_up_gt_0.25pct,full,OR30m/cut1100/exit1559/TE/both/follow
98,104.0,0.42857142857142855,-0.039558833866831615,-69.84693877551021,-6845.0,0.8788012925501306,-11172.5,-0.3593871932115737,ES,gap_up_gt_0.25pct,IS,OR30m/cut1100/exit1559/TE/both/follow
56,60.0,0.44642857142857145,0.032011422025714116,-37.767857142857146,-2115.0,0.9454052658750646,-12017.5,0.2156666934386029,ES,gap_up_gt_0.25pct,OOS,OR30m/cut1100/exit1559/TE/both/follow
117,120.0,0.4358974358974359,-0.002869533754920711,-42.02991452991453,-4917.5,0.9486436385472964,-33757.5,-0.026055049985088962,ES,gap_dn_lt_-0.25pct,full,OR30m/cut1100/exit1559/TE/both/follow
68,71.0,0.4852941176470588,0.15692657596524381,173.23529411764707,11780.0,1.2287378640776698,-17060.0,1.0334684050738168,ES,gap_dn_lt_-0.25pct,IS,OR30m/cut1100/exit1559/TE/both/follow
49,49.0,0.3673469387755102,-0.22462740030535308,-340.765306122449,-16697.5,0.6226766849330546,-17332.5,-1.463252692362013,ES,gap_dn_lt_-0.25pct,OOS,OR30m/cut1100/exit1559/TE/both/follow
145,151.0,0.42758620689655175,0.14361707250606975,47.5,6887.5,1.0942105803098177,-11277.5,1.100747620851913,ES,gap_small_lt_0.15pct,full,OR30m/cut1100/exit1559/TE/both/follow
103,108.0,0.4174757281553398,0.26261459287551303,126.62621359223301,13042.5,1.2584592519197424,-11277.5,1.5406312150149224,ES,gap_small_lt_0.15pct,IS,OR30m/cut1100/exit1559/TE/both/follow
42,43.0,0.4523809523809524,-0.14821017982851728,-146.54761904761904,-6155.0,0.7281960697725768,-9060.0,-0.9154081695936351,ES,gap_small_lt_0.15pct,OOS,OR30m/cut1100/exit1559/TE/both/follow
320,340.0,0.434375,0.08798792972337792,37.421875,11975.0,1.0747374826418685,-13957.5,1.144663969250335,ES,above_sma20,full,OR30m/cut1100/exit1559/TE/both/follow
220,233.0,0.4318181818181818,0.1388963897160438,50.73863636363637,11162.5,1.1059940652818991,-11945.0,1.4030781422335146,ES,above_sma20,IS,OR30m/cut1100/exit1559/TE/both/follow
100,107.0,0.44,-0.02401068226048703,8.125,812.5,1.0147955931894745,-13957.5,-0.21019789994292962,ES,above_sma20,OOS,OR30m/cut1100/exit1559/TE/both/follow
171,176.0,0.4269005847953216,-0.09491340271940264,-137.953216374269,-23590.0,0.8335303353739216,-41455.0,-1.1763714526336246,ES,below_sma20,full,OR30m/cut1100/exit1559/TE/both/follow
96,99.0,0.40625,-0.04983609280988591,2.4479166666666665,235.0,1.0029627761843225,-21687.5,-0.4280753416073562,ES,below_sma20,IS,OR30m/cut1100/exit1559/TE/both/follow
75,77.0,0.4533333333333333,-0.15261235940358414,-317.6666666666667,-23825.0,0.6181279051129989,-27890.0,-1.408164815499859,ES,below_sma20,OOS,OR30m/cut1100/exit1559/TE/both/follow
328,341.0,0.43597560975609756,0.07974014764605601,17.926829268292682,5880.0,1.0351018580702933,-20757.5,1.0964299426789805,ES,or_lt_0.4_atr,full,OR30m/cut1100/exit1559/TE/both/follow
217,226.0,0.4423963133640553,0.14566544418043334,54.41244239631337,11807.5,1.1126508610408816,-20200.0,1.5487232878721813,ES,or_lt_0.4_atr,IS,OR30m/cut1100/exit1559/TE/both/follow
111,115.0,0.42342342342342343,-0.049140837470699694,-53.4009009009009,-5927.5,0.9054587503488974,-12615.0,-0.44355455187353343,ES,or_lt_0.4_atr,OOS,OR30m/cut1100/exit1559/TE/both/follow
15,17.0,0.6,0.278801219065354,834.1666666666666,12512.5,2.1801461919358642,-3505.0,1.045261112981646,ES,or_gt_0.7_atr,full,OR30m/cut1100/exit1559/TE/both/follow
10,11.0,0.6,0.19753897038120782,882.5,8825.0,2.4414046549612087,-3255.0,0.6946332588578679,ES,or_gt_0.7_atr,IS,OR30m/cut1100/exit1559/TE/both/follow
5,6.0,0.6,0.44132571643364626,737.5,3687.5,1.8231026785714286,-3240.0,0.7224290420716118,ES,or_gt_0.7_atr,OOS,OR30m/cut1100/exit1559/TE/both/follow
95,104.0,0.47368421052631576,-0.059236728267947084,60.78947368421053,5775.0,1.123661670235546,-12437.5,-0.5689828266479275,ES,dow_Mon,full,OR30m/cut1100/exit1559/TE/both/follow
61,67.0,0.45901639344262296,-0.03407276433449417,134.38524590163934,8197.5,1.3029659059410514,-8435.0,-0.24531512602453823,ES,dow_Mon,IS,OR30m/cut1100/exit1559/TE/both/follow
34,37.0,0.5,-0.10438384003090671,-71.25,-2422.5,0.8766704849179076,-11330.0,-0.6847109405870313,ES,dow_Mon,OOS,OR30m/cut1100/exit1559/TE/both/follow
102,105.0,0.45098039215686275,0.10157891224074184,-33.75,-3442.5,0.9454350927246791,-25075.0,0.7534585342624627,ES,dow_Tue,full,OR30m/cut1100/exit1559/TE/both/follow
66,68.0,0.3939393939393939,0.13069057286682856,-6.098484848484849,-402.5,0.9898678414096916,-12572.5,0.7014164332796047,ES,dow_Tue,IS,OR30m/cut1100/exit1559/TE/both/follow
36,37.0,0.5555555555555556,0.048207534426249525,-84.44444444444444,-3040.0,0.8698908624010272,-14452.5,0.27703806365297673,ES,dow_Tue,OOS,OR30m/cut1100/exit1559/TE/both/follow
99,103.0,0.36363636363636365,-0.03385076445446124,-175.6060606060606,-17385.0,0.7361211247296323,-21920.0,-0.2783991815757014,ES,dow_Wed,full,OR30m/cut1100/exit1559/TE/both/follow
64,66.0,0.375,-0.01941669620981165,-154.0625,-9860.0,0.7649582836710369,-21920.0,-0.1249838170302638,ES,dow_Wed,IS,OR30m/cut1100/exit1559/TE/both/follow
35,37.0,0.34285714285714286,-0.060244489244677624,-215.0,-7525.0,0.6855740102371253,-12880.0,-0.30612272096334725,ES,dow_Wed,OOS,OR30m/cut1100/exit1559/TE/both/follow
95,102.0,0.42105263157894735,-0.021709535748868306,-112.76315789473684,-10712.5,0.8367619047619047,-21875.0,-0.1714955081259366,ES,dow_Thu,full,OR30m/cut1100/exit1559/TE/both/follow
61,65.0,0.4262295081967213,0.06449327091121394,1.598360655737705,97.5,1.002654867256637,-11065.0,0.4061020219616724,ES,dow_Thu,IS,OR30m/cut1100/exit1559/TE/both/follow
34,37.0,0.4117647058823529,-0.17636751240372175,-317.94117647058823,-10810.0,0.6259515570934256,-13320.0,-0.8394411988580465,ES,dow_Thu,OOS,OR30m/cut1100/exit1559/TE/both/follow
100,102.0,0.45,0.1260601736049653,141.5,14150.0,1.233353947639662,-9652.5,0.8404845006027529,ES,dow_Fri,full,OR30m/cut1100/exit1559/TE/both/follow
64,66.0,0.46875,0.2583496980440303,208.828125,13365.0,1.341183228029868,-7607.5,1.205000346029238,ES,dow_Fri,IS,OR30m/cut1100/exit1559/TE/both/follow
36,36.0,0.4166666666666667,-0.10912120317559476,21.805555555555557,785.0,1.036571162357326,-9652.5,-0.6617831729027599,ES,dow_Fri,OOS,OR30m/cut1100/exit1559/TE/both/follow
4084,4139.0,0.4593535749265426,-0.02795339043535539,-0.697933398628794,-2850.3599999999947,0.9794718552189496,-7633.259999999997,-1.8457127711112227,MNQ,(none),full,OR15m/cut1100/exit1100/TE/both/follow
2666,2711.0,0.4444861215303826,-0.05782377436105936,-1.4518529632408097,-3870.6399999999985,0.9123302613983526,-5297.859999999919,-3.120967683229829,MNQ,(none),IS,OR15m/cut1100/exit1100/TE/both/follow
1418,1428.0,0.48730606488011285,0.02820630176910638,0.7195204513399172,1020.2800000000025,1.0107736891701764,-7633.2599999999975,1.0766666843553174,MNQ,(none),OOS,OR15m/cut1100/exit1100/TE/both/follow
1011,1017.0,0.41839762611275966,-0.07146395469048192,0.3442729970326409,348.05999999999995,1.0146947439882257,-1758.079999999999,-1.9031863219500071,MNQ,or_width_rel_narrow,full,OR15m/cut1100/exit1100/TE/both/follow
690,693.0,0.4072463768115942,-0.11792668018136891,-1.0813043478260869,-746.0999999999999,0.9178698334280017,-1606.8999999999896,-2.600891500809374,MNQ,or_width_rel_narrow,IS,OR15m/cut1100/exit1100/TE/both/follow
321,324.0,0.4423676012461059,0.02840919356095738,3.40859813084112,1094.1599999999996,1.0749339458664287,-1758.0800000000006,0.42559298294808884,MNQ,or_width_rel_narrow,OOS,OR15m/cut1100/exit1100/TE/both/follow
1791,1808.0,0.46901172529313234,-0.007589260288248463,2.448553880513681,4385.360000000002,1.0775963354179703,-3950.8399999999992,-0.340296812824979,MNQ,or_width_rel_typical,full,OR15m/cut1100/exit1100/TE/both/follow
1127,1143.0,0.44365572315882873,-0.0529157822449204,-1.4308606921029272,-1612.579999999999,0.9008197265773956,-1996.959999999965,-1.957592645878492,MNQ,or_width_rel_typical,IS,OR15m/cut1100/exit1100/TE/both/follow
664,665.0,0.5120481927710844,0.06934295393640405,9.033042168674701,5997.940000000001,1.1489950804800082,-3950.8400000000047,1.7894766423860393,MNQ,or_width_rel_typical,OOS,OR15m/cut1100/exit1100/TE/both/follow
1222,1254.0,0.47708674304418985,-0.023723446725280425,-6.210212765957444,-7588.879999999997,0.8695767544945084,-7839.759999999976,-1.0664765429481402,MNQ,or_width_rel_wide,full,OR15m/cut1100/exit1100/TE/both/follow
789,815.0,0.4740177439797212,-0.017520298174963138,-1.9227629911280084,-1517.0599999999986,0.9172953317596257,-2835.739999999987,-0.6300311801629699,MNQ,or_width_rel_wide,IS,OR15m/cut1100/exit1100/TE/both/follow
433,439.0,0.48267898383371827,-0.03502664350634353,-14.022678983833718,-6071.82,0.8476081143555304,-6537.559999999991,-0.9441822425934651,MNQ,or_width_rel_wide,OOS,OR15m/cut1100/exit1100/TE/both/follow
1336,1350.0,0.4318862275449102,-0.0734897306455807,-2.6002544910179637,-3473.9399999999996,0.903820554959999,-5026.999999999964,-2.605379166830724,MNQ,or_volume_rel_quiet,full,OR15m/cut1100/exit1100/TE/both/follow
922,933.0,0.42733188720173537,-0.09515991556309138,-2.5779609544468536,-2376.879999999999,0.8255260175348967,-2569.819999999975,-2.8294565870864026,MNQ,or_volume_rel_quiet,IS,OR15m/cut1100/exit1100/TE/both/follow
414,417.0,0.4420289855072464,-0.025229077278564237,-2.649903381642512,-1097.06,0.9512336283752302,-2638.819999999992,-0.4879087087625668,MNQ,or_volume_rel_quiet,OOS,OR15m/cut1100/exit1100/TE/both/follow
1905,1932.0,0.4666666666666667,0.001814352508084945,4.70698162729659,8966.800000000003,1.1372956787414636,-3527.760000000001,0.08123698310972517,MNQ,or_volume_rel_normal,full,OR15m/cut1100/exit1100/TE/both/follow
1158,1180.0,0.4283246977547496,-0.0631709070602074,-1.9225561312607935,-2226.319999999999,0.8868134795632626,-2397.5199999999654,-2.2480710416959657,MNQ,or_volume_rel_normal,IS,OR15m/cut1100/exit1100/TE/both/follow
747,752.0,0.5261044176706827,0.10255455408784737,14.984096385542172,11193.120000000003,1.245244481565341,-3527.760000000055,2.816484715721033,MNQ,or_volume_rel_normal,OOS,OR15m/cut1100/exit1100/TE/both/follow
783,797.0,0.48531289910600256,-0.02567884629888744,-10.661966794380588,-8348.32,0.774114051255854,-9600.659999999994,-0.8627055372326314,MNQ,or_volume_rel_busy,full,OR15m/cut1100/exit1100/TE/both/follow
526,538.0,0.5038022813688213,0.011521561501282654,1.3830038022813698,727.4600000000005,1.0699888588927782,-2015.2199999999975,0.3160850886353098,MNQ,or_volume_rel_busy,IS,OR15m/cut1100/exit1100/TE/both/follow
257,259.0,0.4474708171206226,-0.10181664592102543,-35.31431906614785,-9075.779999999999,0.6583451851327614,-9600.66,-1.983463069245937,MNQ,or_volume_rel_busy,OOS,OR15m/cut1100/exit1100/TE/both/follow
1061,1072.0,0.4938737040527804,0.03298074627936556,-1.1022054665409977,-1169.4399999999985,0.9734109287485466,-4592.239999999998,1.1142238900682753,MNQ,gap_up_gt_0.25pct,full,OR15m/cut1100/exit1100/TE/both/follow
589,599.0,0.49745331069609505,0.038924455608923644,-0.7089303904923592,-417.55999999999955,0.9661643777895188,-1902.12,0.9968342581500812,MNQ,gap_up_gt_0.25pct,IS,OR15m/cut1100/exit1100/TE/both/follow
472,473.0,0.4894067796610169,0.025563702221929774,-1.5929661016949135,-751.8799999999992,0.9762372657875158,-4592.239999999998,0.563675571780246,MNQ,gap_up_gt_0.25pct,OOS,OR15m/cut1100/exit1100/TE/both/follow
826,838.0,0.5048426150121066,0.032944146487347385,4.240871670702181,3502.960000000002,1.0863502869090682,-3729.6399999999994,1.0151606435367628,MNQ,gap_dn_lt_-0.25pct,full,OR15m/cut1100/exit1100/TE/both/follow
416,425.0,0.5024038461538461,0.03294840310600112,3.4600000000000013,1439.3600000000006,1.1561758106307536,-871.5199999999999,0.7451586162565045,MNQ,gap_dn_lt_-0.25pct,IS,OR15m/cut1100/exit1100/TE/both/follow
410,413.0,0.5073170731707317,0.03293982757671335,5.03317073170732,2063.6000000000013,1.0658233436191613,-3729.639999999998,0.6918419202842756,MNQ,gap_dn_lt_-0.25pct,OOS,OR15m/cut1100/exit1100/TE/both/follow
1471,1493.0,0.40856560163154315,-0.11762396204994711,-2.8649490142760015,-4214.339999999998,0.8764478243789176,-6009.579999999957,-4.702090924527515,MNQ,gap_small_lt_0.15pct,full,OR15m/cut1100/exit1100/TE/both/follow
1129,1147.0,0.3888396811337467,-0.15807965251218462,-3.433711248892825,-3876.6599999999994,0.7407974003918135,-4236.75999999997,-5.670519827571626,MNQ,gap_small_lt_0.15pct,IS,OR15m/cut1100/exit1100/TE/both/follow
342,346.0,0.47368421052631576,0.015927133072468472,-0.9873684210526311,-337.67999999999984,0.9823699859557161,-2320.159999999997,0.2884872635806867,MNQ,gap_small_lt_0.15pct,OOS,OR15m/cut1100/exit1100/TE/both/follow
2687,2730.0,0.44994417566058803,-0.038493423693904454,0.3762634908820256,1011.0200000000027,1.0134921181432437,-3864.119999999998,-2.030852892608051,MNQ,above_sma20,full,OR15m/cut1100/exit1100/TE/both/follow
1802,1837.0,0.43174250832408434,-0.07096569599815077,-0.45897891231964366,-827.0799999999979,0.9678059482002268,-3189.7999999999697,-3.1025346222036236,MNQ,above_sma20,IS,OR15m/cut1100/exit1100/TE/both/follow
885,893.0,0.48700564971751414,0.027625259574176685,2.076949152542374,1838.100000000001,1.03732663250457,-3864.119999999998,0.8194266459207514,MNQ,above_sma20,OOS,OR15m/cut1100/exit1100/TE/both/follow
1397,1409.0,0.47745168217609163,-0.007680613509284238,-2.7640515390121676,-3861.3799999999983,0.9395877791893262,-6770.859999999981,-0.3057114494920925,MNQ,below_sma20,full,OR15m/cut1100/exit1100/TE/both/follow
864,874.0,0.4710648148148148,-0.030414349835551586,-3.522638888888887,-3043.5599999999986,0.8351247956367843,-4210.619999999986,-0.9654729463162365,MNQ,below_sma20,IS,OR15m/cut1100/exit1100/TE/both/follow
533,535.0,0.4878048780487805,0.029171071642488722,-1.5343714821763574,-817.8199999999986,0.9820090977446588,-4038.6799999999994,0.7018368909180529,MNQ,below_sma20,OOS,OR15m/cut1100/exit1100/TE/both/follow
3257,3282.0,0.45194964691433837,-0.03272962179451691,-0.40260362296591873,-1311.2799999999972,0.9874840720862775,-6388.919999999999,-1.8328383326352762,MNQ,or_lt_0.4_atr,full,OR15m/cut1100/exit1100/TE/both/follow
2112,2131.0,0.43607954545454547,-0.06900969372482825,-1.5847443181818175,-3346.9799999999987,0.8971319718323714,-4121.879999999938,-3.1490606756071378,MNQ,or_lt_0.4_atr,IS,OR15m/cut1100/exit1100/TE/both/follow
1145,1151.0,0.4812227074235808,0.034190475949428506,1.7779039301310051,2035.700000000001,1.0281826984231146,-6388.919999999998,1.1145394111930889,MNQ,or_lt_0.4_atr,OOS,OR15m/cut1100/exit1100/TE/both/follow
63,68.0,0.4603174603174603,0.021187998954372952,-2.2780952380952346,-143.51999999999978,0.9531341840933136,-2030.48,0.2501214973014453,MNQ,or_gt_0.7_atr,full,OR15m/cut1100/exit1100/TE/both/follow
47,52.0,0.48936170212765956,0.10876568324254828,19.374893617021275,910.62,2.0319107948235615,-167.77999999999997,1.143587912318869,MNQ,or_gt_0.7_atr,IS,OR15m/cut1100/exit1100/TE/both/follow
16,16.0,0.375,-0.23607144864214205,-65.88375,-1054.14,0.5164273590531676,-2030.4799999999998,-1.3771047768928026,MNQ,or_gt_0.7_atr,OOS,OR15m/cut1100/exit1100/TE/both/follow
