year,trades,mean_entry_px,mean_risk_pts,avg_r,total_usd,risk_usd_per_trade
2024,72,5918.934027777777,17.760416666666668,0.1871077307989337,5895.0,888.0208333333334
2025,244,6241.508196721312,26.02561475409836,0.050414689386300685,5502.5,1301.280737704918
2026,175,7247.715714285714,28.958571428571428,-0.0791256867503858,-23012.5,1447.9285714285713
